,centro,comunidad,especialidad,localidad,plazas
1746,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MADRID,4
1747,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ANGIOLOGÍA Y CIRUGÍA VASCULAR,MADRID,1
1748,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,APARATO DIGESTIVO,MADRID,2
1749,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,CARDIOLOGÍA,MADRID,2
1750,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MADRID,2
1751,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,2
1752,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,MADRID,1
1753,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MADRID,1
1754,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,MADRID,2
1755,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MADRID,2
1756,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,MEDICINA INTENSIVA,MADRID,1
1757,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,MEDICINA INTERNA,MADRID,5
1758,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,NEFROLOGÍA,MADRID,2
1759,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,NEUMOLOGÍA,MADRID,2
1760,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,NEUROCIRUGÍA,MADRID,1
1761,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,NEUROLOGÍA,MADRID,2
1762,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,OBSTETRICIA Y GINECOLOGÍA,MADRID,2
1763,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,OFTALMOLOGÍA,MADRID,3
1764,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ONCOLOGÍA MÉDICA,MADRID,2
1765,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,ONCOLOGÍA RADIOTERÁPICA,MADRID,1
1766,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,OTORRINOLARINGOLOGÍA,MADRID,1
1767,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,RADIODIAGNÓSTICO,MADRID,2
1768,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,REUMATOLOGÍA,MADRID,1
1769,FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,UROLOGÍA,MADRID,1
1770,GRUPO HOSPITAL DE MADRID,MADRID,MEDICINA INTERNA,MADRID,1
1771,GRUPO HOSPITAL DE MADRID,MADRID,OBSTETRICIA Y GINECOLOGÍA,MADRID,1
1772,GRUPO HOSPITAL DE MADRID,MADRID,ONCOLOGÍA RADIOTERÁPICA,MADRID,1
1773,GRUPO HOSPITAL DE MADRID,MADRID,PEDIATRÍA Y ÁREAS ESPECÍFICAS,MADRID,1
1774,GRUPO SANITAS,MADRID,OBSTETRICIA Y GINECOLOGÍA,MADRID,2
1775,GRUPO SANITAS,MADRID,PEDIATRÍA Y ÁREAS ESPECÍFICAS,MADRID,1
1776,H. INFANTIL UNIVERSITARIO NIÑO JESUS,MADRID,ANÁLISIS CLÍNICOS,MADRID,1
1777,H. INFANTIL UNIVERSITARIO NIÑO JESUS,MADRID,CIRUGÍA PEDIÁTRICA,MADRID,1
1778,H. CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA. ADELA,MADRID,GERIATRÍA,MADRID,5
1779,H. CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA. ADELA,MADRID,OFTALMOLOGÍA,MADRID,1
1780,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,ALERGOLOGÍA,MADRID,1
1781,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,CARDIOLOGÍA,MADRID,2
1782,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,1
1783,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MADRID,1
1784,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,MEDICINA INTERNA,MADRID,3
1785,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,NEUMOLOGÍA,MADRID,2
1786,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,NEUROFISIOLOGÍA CLÍNICA,MADRID,1
1787,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,ONCOLOGÍA RADIOTERÁPICA,MADRID,1
1788,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,PSIQUIATRÍA,MADRID,2
1789,H. CENTRAL DE LA DEFENSA GÓMEZ ULLA,MADRID,UROLOGÍA,MADRID,1
1790,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ALERGOLOGÍA,MADRID,4
1791,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ANATOMÍA PATOLÓGICA,MADRID,2
1792,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MADRID,10
1793,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ANGIOLOGÍA Y CIRUGÍA VASCULAR,MADRID,1
1794,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,APARATO DIGESTIVO,MADRID,4
1795,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,BIOQUÍMICA CLÍNICA,MADRID,1
1796,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CARDIOLOGÍA,MADRID,4
1797,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA CARDIOVASCULAR,MADRID,1
1798,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MADRID,5
1799,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA ORAL Y MAXILOFACIAL,MADRID,2
1800,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,3
1801,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA PEDIÁTRICA,MADRID,1
1802,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,MADRID,1
1803,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,CIRUGÍA TORÁCICA,MADRID,1
1804,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,MADRID,2
1805,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MADRID,2
1806,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,GERIATRÍA,MADRID,3
1807,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,MADRID,3
1808,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,INMUNOLOGÍA,MADRID,1
1809,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MADRID,3
1810,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,MEDICINA INTENSIVA,MADRID,3
1811,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,MEDICINA INTERNA,MADRID,8
1812,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,MEDICINA NUCLEAR,MADRID,1
1813,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,MICROBIOLOGÍA Y PARASITOLOGÍA,MADRID,4
1814,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,NEFROLOGÍA,MADRID,2
1815,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,NEUMOLOGÍA,MADRID,2
1816,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,NEUROCIRUGÍA,MADRID,1
1817,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,NEUROFISIOLOGÍA CLÍNICA,MADRID,2
1818,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,NEUROLOGÍA,MADRID,3
1819,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,OFTALMOLOGÍA,MADRID,5
1820,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ONCOLOGÍA MÉDICA,MADRID,3
1821,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,ONCOLOGÍA RADIOTERÁPICA,MADRID,2
1822,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,OTORRINOLARINGOLOGÍA,MADRID,2
1823,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,RADIODIAGNÓSTICO,MADRID,4
1824,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,REUMATOLOGÍA,MADRID,2
1825,H. GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,MADRID,UROLOGÍA,MADRID,2
1826,H. MONOGRÁFICO ASEPEYO,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,COSLADA,2
1827,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ALERGOLOGÍA,MADRID,4
1828,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ANATOMÍA PATOLÓGICA,MADRID,4
1829,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MADRID,10
1830,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ANGIOLOGÍA Y CIRUGÍA VASCULAR,MADRID,1
1831,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,APARATO DIGESTIVO,MADRID,3
1832,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CARDIOLOGÍA,MADRID,3
1833,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA CARDIOVASCULAR,MADRID,1
1834,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MADRID,6
1835,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA ORAL Y MAXILOFACIAL,MADRID,2
1836,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,4
1837,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA PEDIÁTRICA,MADRID,1
1838,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,MADRID,1
1839,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,CIRUGÍA TORÁCICA,MADRID,1
1840,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,MADRID,3
1841,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MADRID,2
1842,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,MADRID,3
1843,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,INMUNOLOGÍA,MADRID,1
1844,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MADRID,2
1845,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,MEDICINA INTENSIVA,MADRID,3
1846,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,MEDICINA INTERNA,MADRID,7
1847,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,MEDICINA NUCLEAR,MADRID,1
1848,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,MICROBIOLOGÍA Y PARASITOLOGÍA,MADRID,1
1849,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,NEFROLOGÍA,MADRID,2
1850,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,NEUMOLOGÍA,MADRID,3
1851,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,NEUROCIRUGÍA,MADRID,1
1852,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,NEUROLOGÍA,MADRID,4
1853,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,OBSTETRICIA Y GINECOLOGÍA,MADRID,5
1854,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,OFTALMOLOGÍA,MADRID,3
1855,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ONCOLOGÍA MÉDICA,MADRID,3
1856,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,ONCOLOGÍA RADIOTERÁPICA,MADRID,3
1857,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,OTORRINOLARINGOLOGÍA,MADRID,2
1858,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,RADIODIAGNÓSTICO,MADRID,5
1859,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,REUMATOLOGÍA,MADRID,2
1860,H. UNIVERSITARIO 12 DE OCTUBRE,MADRID,UROLOGÍA,MADRID,2
1861,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ALERGOLOGÍA,MAJADAHONDA,2
1862,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ANATOMÍA PATOLÓGICA,MAJADAHONDA,1
1863,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MAJADAHONDA,5
1864,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,APARATO DIGESTIVO,MAJADAHONDA,2
1865,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,BIOQUÍMICA CLÍNICA,MAJADAHONDA,1
1866,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,CARDIOLOGÍA,MAJADAHONDA,3
1867,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,CIRUGÍA CARDIOVASCULAR,MAJADAHONDA,1
1868,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MAJADAHONDA,2
1869,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MAJADAHONDA,2
1870,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MAJADAHONDA,2
1871,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,FARMACOLOGÍA CLÍNICA,MAJADAHONDA,1
1872,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,MAJADAHONDA,3
1873,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MAJADAHONDA,2
1874,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,MEDICINA INTENSIVA,MAJADAHONDA,2
1875,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,MEDICINA INTERNA,MAJADAHONDA,5
1876,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,MEDICINA NUCLEAR,MAJADAHONDA,1
1877,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,NEFROLOGÍA,MAJADAHONDA,2
1878,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,NEUMOLOGÍA,MAJADAHONDA,1
1879,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,NEUROCIRUGÍA,MAJADAHONDA,1
1880,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,NEUROFISIOLOGÍA CLÍNICA,MAJADAHONDA,1
1881,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,NEUROLOGÍA,MAJADAHONDA,3
1882,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,OBSTETRICIA Y GINECOLOGÍA,MAJADAHONDA,3
1883,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,OFTALMOLOGÍA,MAJADAHONDA,2
1884,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ONCOLOGÍA MÉDICA,MAJADAHONDA,2
1885,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,ONCOLOGÍA RADIOTERÁPICA,MAJADAHONDA,2
1886,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,OTORRINOLARINGOLOGÍA,MAJADAHONDA,1
1887,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,PSIQUIATRÍA,MAJADAHONDA,3
1888,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,RADIODIAGNÓSTICO,MAJADAHONDA,3
1889,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,REUMATOLOGÍA,MAJADAHONDA,1
1890,H. UNIVERSITARIO PUERTA DE HIERRO,MADRID,UROLOGÍA,MAJADAHONDA,1
1891,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ALERGOLOGÍA,MADRID,2
1892,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ANÁLISIS CLÍNICOS,MADRID,1
1893,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ANATOMÍA PATOLÓGICA,MADRID,2
1894,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MADRID,5
1895,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ANGIOLOGÍA Y CIRUGÍA VASCULAR,MADRID,1
1896,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,APARATO DIGESTIVO,MADRID,3
1897,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,CARDIOLOGÍA,MADRID,4
1898,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,CIRUGÍA CARDIOVASCULAR,MADRID,1
1899,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MADRID,3
1900,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,CIRUGÍA ORAL Y MAXILOFACIAL,MADRID,1
1901,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,3
1902,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MADRID,2
1903,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,FARMACOLOGÍA CLÍNICA,MADRID,2
1904,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,GERIATRÍA,MADRID,5
1905,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,MADRID,3
1906,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,INMUNOLOGÍA,MADRID,1
1907,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,MADRID,3
1908,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,MEDICINA INTENSIVA,MADRID,3
1909,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,MEDICINA INTERNA,MADRID,6
1910,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,MEDICINA NUCLEAR,MADRID,2
1911,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,MICROBIOLOGÍA Y PARASITOLOGÍA,MADRID,1
1912,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,NEFROLOGÍA,MADRID,2
1913,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,NEUMOLOGÍA,MADRID,1
1914,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,NEUROCIRUGÍA,MADRID,1
1915,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,NEUROFISIOLOGÍA CLÍNICA,MADRID,2
1916,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,NEUROLOGÍA,MADRID,4
1917,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,OBSTETRICIA Y GINECOLOGÍA,MADRID,4
1918,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,OFTALMOLOGÍA,MADRID,6
1919,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,ONCOLOGÍA MÉDICA,MADRID,3
1920,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,OTORRINOLARINGOLOGÍA,MADRID,1
1921,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,PEDIATRÍA Y ÁREAS ESPECÍFICAS,MADRID,3
1922,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,PSIQUIATRÍA,MADRID,4
1923,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,RADIODIAGNÓSTICO,MADRID,5
1924,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,REUMATOLOGÍA,MADRID,1
1925,H. UNIVERSITARIO CLÍNICO SAN CARLOS,MADRID,UROLOGÍA,MADRID,2
1926,H. UNIVERSITARIO DE FUENLABRADA,MADRID,ANATOMÍA PATOLÓGICA,FUENLABRADA,1
1927,H. UNIVERSITARIO DE FUENLABRADA,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,FUENLABRADA,1
1928,H. UNIVERSITARIO DE FUENLABRADA,MADRID,APARATO DIGESTIVO,FUENLABRADA,1
1929,H. UNIVERSITARIO DE FUENLABRADA,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,FUENLABRADA,1
1930,H. UNIVERSITARIO DE FUENLABRADA,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,FUENLABRADA,1
1931,H. UNIVERSITARIO DE FUENLABRADA,MADRID,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,FUENLABRADA,2
1932,H. UNIVERSITARIO DE FUENLABRADA,MADRID,MEDICINA FÍSICA Y REHABILITACIÓN,FUENLABRADA,1
1933,H. UNIVERSITARIO DE FUENLABRADA,MADRID,MEDICINA INTENSIVA,FUENLABRADA,1
1934,H. UNIVERSITARIO DE FUENLABRADA,MADRID,MEDICINA INTERNA,FUENLABRADA,3
1935,H. UNIVERSITARIO DE FUENLABRADA,MADRID,OFTALMOLOGÍA,FUENLABRADA,1
1936,H. UNIVERSITARIO DE FUENLABRADA,MADRID,ONCOLOGÍA MÉDICA,FUENLABRADA,1
1937,H. UNIVERSITARIO DE FUENLABRADA,MADRID,OTORRINOLARINGOLOGÍA,FUENLABRADA,1
1938,H. UNIVERSITARIO DE FUENLABRADA,MADRID,RADIODIAGNÓSTICO,FUENLABRADA,2
1939,H. UNIVERSITARIO DE FUENLABRADA,MADRID,UROLOGÍA,FUENLABRADA,1
1940,H. UNIVERSITARIO DE GETAFE,MADRID,ANATOMÍA PATOLÓGICA,GETAFE,1
1941,H. UNIVERSITARIO DE GETAFE,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,GETAFE,2
1942,H. UNIVERSITARIO DE GETAFE,MADRID,ANGIOLOGÍA Y CIRUGÍA VASCULAR,GETAFE,1
1943,H. UNIVERSITARIO DE GETAFE,MADRID,APARATO DIGESTIVO,GETAFE,1
1944,H. UNIVERSITARIO DE GETAFE,MADRID,BIOQUÍMICA CLÍNICA,GETAFE,1
1945,H. UNIVERSITARIO DE GETAFE,MADRID,CARDIOLOGÍA,GETAFE,2
1946,H. UNIVERSITARIO DE GETAFE,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,GETAFE,2
1947,H. UNIVERSITARIO DE GETAFE,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,GETAFE,2
1948,H. UNIVERSITARIO DE GETAFE,MADRID,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,GETAFE,1
1949,H. UNIVERSITARIO DE GETAFE,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,GETAFE,1
1950,H. UNIVERSITARIO DE GETAFE,MADRID,GERIATRÍA,GETAFE,5
1951,H. UNIVERSITARIO DE GETAFE,MADRID,HEMATOLOGÍA Y HEMOTERAPIA,GETAFE,1
1952,H. UNIVERSITARIO DE GETAFE,MADRID,MEDICINA INTENSIVA,GETAFE,2
1953,H. UNIVERSITARIO DE GETAFE,MADRID,MEDICINA INTERNA,GETAFE,2
1954,H. UNIVERSITARIO DE GETAFE,MADRID,MEDICINA NUCLEAR,GETAFE,1
1955,H. UNIVERSITARIO DE GETAFE,MADRID,NEUMOLOGÍA,GETAFE,1
1956,H. UNIVERSITARIO DE GETAFE,MADRID,NEUROCIRUGÍA,GETAFE,1
1957,H. UNIVERSITARIO DE GETAFE,MADRID,NEUROLOGÍA,GETAFE,1
1958,H. UNIVERSITARIO DE GETAFE,MADRID,OBSTETRICIA Y GINECOLOGÍA,GETAFE,2
1959,H. UNIVERSITARIO DE GETAFE,MADRID,OFTALMOLOGÍA,GETAFE,1
1960,H. UNIVERSITARIO DE GETAFE,MADRID,OTORRINOLARINGOLOGÍA,GETAFE,1
1961,H. UNIVERSITARIO DE GETAFE,MADRID,RADIODIAGNÓSTICO,GETAFE,3
1962,H. UNIVERSITARIO DE GETAFE,MADRID,UROLOGÍA,GETAFE,1
1963,H. UNIVERSITARIO DE LA PRINCESA,MADRID,ALERGOLOGÍA,MADRID,1
1964,H. UNIVERSITARIO DE LA PRINCESA,MADRID,ANÁLISIS CLÍNICOS,MADRID,1
1965,H. UNIVERSITARIO DE LA PRINCESA,MADRID,ANATOMÍA PATOLÓGICA,MADRID,1
1966,H. UNIVERSITARIO DE LA PRINCESA,MADRID,ANESTESIOLOGÍA Y REANIMACIÓN,MADRID,3
1967,H. UNIVERSITARIO DE LA PRINCESA,MADRID,APARATO DIGESTIVO,MADRID,3
1968,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CARDIOLOGÍA,MADRID,2
1969,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CIRUGÍA CARDIOVASCULAR,MADRID,1
1970,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,MADRID,2
1971,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CIRUGÍA ORAL Y MAXILOFACIAL,MADRID,1
1972,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,MADRID,2
1973,H. UNIVERSITARIO DE LA PRINCESA,MADRID,CIRUGÍA TORÁCICA,MADRID,1
1974,H. UNIVERSITARIO DE LA PRINCESA,MADRID,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,MADRID,2
1975,H. UNIVERSITARIO DE LA PRINCESA,MADRID,ENDOCRINOLOGÍA Y NUTRICIÓN,MADRID,2
